word=The   count=511
word=understand?   count=1
word=line,   count=1
word=earthenware   count=1
word=ring,   count=1
word=bones   count=1
word=nose.   count=2
word="Ancient   count=1
word=Romans?"   count=1
word=mound   count=6
word=camp?   count=1
word=complain   count=1
word=parsons:   count=1
word=pretence   count=2
word=headland   count=1
word=camp,   count=2
word=feelings   count=3
word=compassion.   count=1
word=contradict.   count=1
word=sayin'----"   count=1
word=Camp,   count=1
word=hat."   count=2
word=will.   count=1
word=parlour,   count=1
word=hat!"   count=1
word=Round   count=1
word=stamping   count=1
word=British;   count=2
word=thunders   count=1
word=Confound   count=1
word=remains.   count=1
word=kindness--pure   count=1
word=get!"   count=1
word=apple   count=1
word=inducted   count=1
word=parish!"   count=1
word=staring:   count=1
word=barrow!"   count=1
word=yet----"   count=1
word=shutting   count=2
word=gate,   count=3
word=churchyard,   count=2
word=chatting   count=1
word=Spry.   count=2
word=downhill   count=1
word=halts   count=1
word=moment,"   count=2
word=shovel."   count=1
word="Pick   count=2
word=shovel!"   count=1
word=mine:   count=1
word=biddicks   count=1
word=Let's   count=1
word=Parson."   count=1
word=flee,   count=1
word=squealed   count=2
word=_that_,"   count=1
word=inside,"   count=1
word="It's   count=4
word=hysterics."   count=1
word=stallion   count=1
word=font.   count=1
word=Frenchman!"   count=1
word=puzzled:   count=1
word=understand.   count=3
word=fig-tree   count=1
word=restored   count=1
word=grown   count=1
word=when.   count=1
word=thrives.   count=1
word=churchyard;   count=1
word=pointed.   count=1
word="Eh?"   count=3
word=furriner[4]   count=1
word=4:   count=1
word="foreigner"   count=1
word=Frenchman?"   count=3
word=mixed   count=1
word=plots   count=1
word=invasions?"   count=1
word=twenty-four   count=1
word=soundings!"   count=1
word=fearsome   count=2
word=whisper,   count=1
word=likelier   count=1
word=mountains,"   count=1
word=wrath   count=1
word=Calvin--run   count=1
word=Vicar   count=1
word=shadow!"   count=1
word=befallen   count=2
word=cook,   count=2
word=smoking.   count=1
word=too!"   count=4
word="And--hulloa!"   count=1
word=leaf.   count=1
word=gasps   count=1
word=time--it   count=1
word=too,"   count=1
word=carpet!"   count=1
word=shavings   count=1
word=wits,   count=2
word=hall.   count=1
word="Gone   count=1
word=pegs.   count=1
word=Spry:   count=1
word=candle!"   count=1
word=Arch'laus----"   count=1
word=path.   count=2
word=dried   count=1
word=mourner.   count=1
word='co!"   count=1
word=not-azackly   count=1
word=hiding,"   count=1
word=George,"   count=1
word=remembering   count=1
word='en!"   count=1
word=boat--which   count=1
word=rage.   count=1
word=flounced   count=1
word=dribbled   count=1
word=cloth   count=1
word=tamed   count=1
word=explore--Porthnavas,   count=1
word=sitting.   count=1
word=oars,   count=1
word=lonesome   count=1
word=Trewhella--the   count=1
word=edge,   count=1
word=lined   count=1
word=scenery,   count=1
word=mind:   count=1
word=bottom-boards,   count=1
word=nose,   count=1
word=blinking   count=4
word=hitching   count=1
word=bough   count=1
word=current,   count=1
word=marsh   count=1
word=5:   count=1
word=strip   count=2
word=waded   count=1
word=shallows   count=1
word=babe,   count=1
word=splashed   count=1
word=swim,   count=1
word="Wee,   count=2
word=parleyvou!"   count=1
word=knew.   count=1
word=impident   count=1
word=exact   count=1
word=wee,"   count=1
word=talk:   count=1
word=wee--preeson,"   count=1
word=something-or-other!"   count=1
word=striding   count=2
word=Third   count=1
word=QUIET."]   count=1
word=unarmed,   count=1
word=suits   count=1
word=hats.   count=1
word=funeral-party,   count=1
word=Vicarage   count=1
word=mourners   count=1
word=yokels,"   count=1
word=Leave   count=1
word=idiot   count=1
word=decent!"   count=1
word="Mounseer,"   count=1
word=a-caught   count=1
word=Frenchified   count=1
word=foam.   count=1
word='en,"   count=1
word=sniff   count=1
word=pocket."   count=1
word=ruffian,   count=1
word=once!   count=1
word=gentleman!"   count=1
word=Papist,"   count=1
word=threaded   count=1
word=friends:   count=1
word="Whether   count=1
word=joker   count=1
word=numskull   count=1
word=fathom,"   count=1
word=officer,   count=1
word=sulky   count=1
word=bear;   count=1
word=whistle,   count=2
word=Trewhella's   count=3
word=store   count=1
word=foreman,   count=1
word=Bunt,   count=1
word=curve   count=1
word=understood,   count=1
word=bull.   count=1
word=trussed,   count=1
word=noon;   count=1
word=mind;   count=1
word=day!"   count=1
word=arms.   count=1
word=dead!   count=1
word=mean?   count=2
word=cheerfully,   count=1
word=way--not   count=1
word=with:   count=1
word=afterwards,   count=2
word=lilac   count=1
word=bellow."   count=1
word=sean:   count=1
word=bold,   count=1
word=tumbling   count=1
word=Would   count=2
word=knowing,   count=1
word=fluent."   count=1
word=cover   count=5
word=Richard,   count=1
word=but--but   count=1
word=armchair   count=3
word=ordered.   count=2
word=escape."   count=1
word=Calvin,"   count=1
word=once--no   count=1
word=stop,   count=1
word=knock   count=2
word="Bligh?"   count=1
word=Tudy?   count=1
word=stark   count=1
word=him--but   count=1
word=vowed   count=1
word='twasn't   count=1
word=AN   count=2
word=FOOT,   count=1
word=unwonted   count=1
word=exhibits   count=1
word=Providence.   count=1
word=function   count=1
word=recognises,   count=1
word=unequivocally,   count=1
word=town:   count=1
word=speculating   count=2
word=opportunities.   count=1
word=(undertaken   count=1
word=health),   count=1
word=shilling   count=1
word=tramp   count=1
word=somehow.   count=1
word=Tregarrick,   count=3
word=October:   count=1
word=north-west;   count=1
word=unlovely   count=1
word=five,   count=1
word=glimpse,   count=1
word=bald-headed   count=7
word=charity.   count=1
word=dangling   count=2
word=jest;   count=1
word=rusty   count=2
word=perfection.   count=1
word=view,   count=1
word=pedestrian,   count=1
word=archway,   count=2
word=skimming   count=1
word=revealed   count=1
word=right-about   count=1
word=hoarding   count=2
word=mother--struck   count=1
word=desperately   count=1
word=indulgently   count=1
word=mine.   count=4
word=us--enough,   count=1
word=rivalry,   count=1
word=gifts   count=1
word=election   count=1
word=presence   count=2
word=upbringing,   count=1
word=Flash   count=1
word=circumstantial   count=1
word=evidence   count=1
word=Plantations   count=1
word=clergyman's   count=1
word=occupied   count=4
word="farms,"   count=1
word="acres,"   count=1
word=lodging.   count=1
word=convict,   count=2
word=coffee-room   count=4
word=percentage.   count=1
word=edged   count=1
word=Hall,   count=1
word=Leggat's   count=3
word=hotel   count=2
word=bell,   count=1
word=towzled.   count=1
word=Addison.   count=3
word=slice   count=1
word="Anyhow,   count=1
word=rum?"   count=1
word=delicate   count=1
word=favourably,   count=1
word=will--which   count=1
word=marrying   count=1
word=parish,"   count=1
word=wedding,   count=1
word=she?"   count=2
word=myself,"   count=1
word=lesson."   count=1
word=grog,   count=1
word=Susie   count=5
word=Martin,"   count=1
word=Susie--and,   count=1
word=wager   count=1
word=either,"   count=1
word=Plainly,   count=1
word=baize   count=3
word=yes--the   count=1
word=auctioneer,   count=1
word=lucky   count=1
word=time?   count=1
word=Shall   count=1
word=auction,   count=2
word=notoriously   count=1
word=wittily;   count=1
word=shaft   count=2
word=Greek   count=1
word=grog.   count=1
word=Addison,   count=6
word=Tregarrick.   count=1
word=auction.   count=3
word=acreage.   count=1
word=refer   count=2
word=bill,   count=1
word=married.   count=1
word=servant--of   count=1
word=auction--to   count=1
word=presumably,   count=1
word=recalled   count=2
word=tipsy   count=1
word=auction?   count=1
word=occurred   count=1
word=admit   count=2
word=risk,   count=1
word=partner.   count=1
word=villain,   count=1
word=instinct   count=3
word=orphans.   count=1
word=held!   count=1
word=archway.   count=2
word=climb   count=2
word=tip-toed   count=1
word=flights,   count=1
word=knew)   count=1
word=ajar.   count=1
word=dark,   count=3
word=dimensions.   count=1
word=polished   count=1
word=mahogany   count=2
word=heavily-curtained   count=1
word=withdrew   count=2
word="Hullo!"   count=1
word=conversing--so   count=1
word=near,   count=1
word=seeking.   count=1
word=paces   count=3
word=mercy   count=1
word=wide,   count=1
word=sake,   count=1
word=chance!"   count=1
word=chance?"   count=1
word=fault   count=1
word=Harry   count=8
word=Carthew,   count=7
word=scrupulous.   count=1
word=fatal   count=1
word=ventured   count=2
word=way?"   count=1
word=_was_   count=1
word=Tut-tut,   count=1
word=handiest   count=1
word=dead.   count=2
word=_him_   count=1
word=poverty,   count=1
word=peephole   count=1
word=proudly.   count=1
word="No,"   count=3
word=shame   count=1
word=bought."   count=1
word=brother-in-law   count=1
word="James?"   count=1
word=brother,   count=5
word=Welland,   count=2
word=entailed   count=1
word=estates.   count=1
word=throughout,   count=1
word=successfully."   count=1
word="_You?_"   count=1
word=why?"   count=1
word=inherits   count=1
word=choicest   count=2
word=brother.   count=1
word=dies,   count=2
word=Naboth's   count=1
word=interval   count=2
word=born,   count=1
word=spoil   count=2
word=sake.   count=1
word=send,   count=1
word=Carthew.   count=1
word=half-drunk.   count=1
word=wandered   count=1
word=husky   count=1
word=her--and   count=1
word=maid,   count=1
word=floor--"you   count=1
word=stir,   count=1
word=foils   count=2
word=arrangements."   count=1
word=door-key   count=1
word=fool,   count=2
word=duel;   count=1
word=murder."   count=1
word=two--one   count=1
word=kill.   count=1
word=folds   count=1
word=curtain.   count=1
word=_Experto   count=1
word=strained   count=3
word=ears,   count=1
word=woodwork   count=1
word=stuff   count=1
word=groping;   count=1
word=elbow-joint   count=1
word=exactly.   count=1
word=moments,   count=1
word=steal   count=1
word=betrayed   count=1
word=triumph,   count=1
word=reached,   count=1
word=smoke   count=1
word=groan   count=1
word=certain;   count=1
word=Leggat,"   count=1
word="this   count=3
word=run!"   count=1
word=body.   count=3
word=recollected   count=1
word=murdered   count=1
word=fall;   count=1
word=skylight   count=2
word=Leggat--who   count=1
word=disappeared--drew   count=1
word=window-sash   count=1
word=wriggled   count=1
word=disarray   count=1
word=gaunt   count=2
word=recognised.   count=1
word=stable-yard   count=2
word=rider   count=1
word=mounted;   count=1
word=water-pipe;   count=1
word=Doctor!"   count=2
word=shouted:   count=1
word=bell.   count=1
word=waitress   count=2
word=fire.   count=3
word="Sale   count=2
word=yet?"   count=1
word=pleasantly.   count=1
word=over?   count=1
word=slept   count=1
word=what,   count=1
word=Squire's   count=1
word=himself!   count=1
word=swoon   count=1
word=_did_   count=1
word=wonder,"   count=2
word=tragically,   count=1
word=attorney   count=1
word=Retallack?"   count=1
word=shot--as   count=1
word=passage:   count=1
word=lawyer's   count=1
word=Carthew?   count=1
word=Is   count=3
word="Yes:   count=1
word=week,   count=1
word=sale,   count=1
word=suppose.   count=1
word=tinder-box....   count=1
word=shirt-frill   count=1
word=Retallack."   count=1
word=dismayed   count=1
word=doubtfully,   count=2
word=urgency.   count=1
word=estate."   count=1
word=untoward   count=1
word=seals   count=1
word=sir,"   count=3
word=sadly   count=2
word=lady.   count=2
word=debts   count=1
word=joint-stock   count=1
word=amount?"   count=1
word=pounds."   count=1
word=figure?"   count=1
word=sale;   count=1
word=paid;   count=1
word=purchase   count=6
word=sum?"   count=1
word=cent.   count=1
word="Leaving   count=1
word=pardon?"   count=2
word=abruptness?   count=1
word=acquainted,   count=2
word="Slightly."   count=1
word=puzzlement.   count=1
word=mind?   count=1
word=believe?   count=1
word=born.   count=1
word=say--but   count=1
word=tattle."   count=1
word=conclusion.   count=1
word=Welland?   count=1
word=dear"--I   count=1
word=moment--"would   count=1
word=both--be   count=1
word="Sir,   count=1
word=sir!"   count=1
word=frank   count=3
word=ignorant   count=1
word=Welland.   count=1
word=mention,   count=1
word=responsible   count=1
word=disaster   count=1
word=reverend   count=1
word=suggested."   count=1
word=are!"   count=1
word=affability,   count=1
word=roughly;   count=1
word=suspect,   count=1
word=amiably.   count=1
word=blush   count=1
word=discreet   count=1
word="Addison   count=1
word=directions,   count=1
word=me--when   count=1
word=hundred,   count=1
word=madam   count=1
word="Who,   count=1
word=surrendered   count=1
word=purpose.   count=1
word=will;   count=1
word=lease   count=1
word="very   count=1
word=completed?"   count=1
word=sir?"   count=1
word=_me_!   count=1
word=Retallack----"   count=1
word=smile   count=5
word=eyelash;   count=1
word=fool.   count=2
word=matter."   count=1
word=are."   count=1
word=run?"   count=1
word=has."   count=1
word=conveyed   count=1
word=already--to   count=1
word=formally   count=1
word=living."   count=1
word=humorous   count=1
word="Drat   count=1
word=fellow!"   count=1
word=blackmailed   count=1
word=please,"   count=1
word=entail?"   count=1
word=fish.   count=1
word=employed   count=1
word=deigning   count=1
word=look,   count=1
word=Carthew:   count=1
word=rendered   count=1
word=service.   count=1
word=both,   count=3
word=inhabits   count=1
word=tenancy,   count=1
word=widow   count=1
word=pride   count=1
word=conscience.   count=1
word=thereabouts   count=1
word=1809,   count=1
word=slope   count=5
word=Nogales,   count=2
word=Galicia.   count=1
word=Corunna;   count=1
